Attention,Meditation,Eye Blink,Average,Emotion,Intensity
17,98,9,41.33333333,Concentrated,Medium
71,61,20,50.66666667,Happy,Medium
50,71,9,43.33333333,Happy,Medium
89,14,5,36.0,Concentrated,Medium
34,100,14,49.33333333,Happy,Medium
16,26,11,17.66666667,Relaxed,Low
1,8,6,5.0,Drunker,Low
44,44,19,35.66666667,Concentrated,Medium
65,95,15,58.33333333,Fear,Medium
100,27,14,47.0,Happy,Medium
18,84,1,34.33333333,Concentrated,Medium
69,79,4,50.66666667,Happy,Medium
76,88,3,55.66666667,Happy,Medium
56,93,2,50.33333333,Happy,Medium
72,24,19,38.33333333,Concentrated,Medium
65,83,13,53.66666667,Happy,Medium
14,72,1,29.0,Concentrated,Low
71,8,8,29.0,Concentrated,Low
67,25,17,36.33333333,Concentrated,Medium
74,36,2,37.33333333,Concentrated,Medium
54,19,9,27.33333333,Relaxed,Low
22,64,9,31.66666667,Concentrated,Medium
5,59,7,23.66666667,Relaxed,Low
47,48,16,37.0,Concentrated,Medium
46,30,13,29.66666667,Concentrated,Low
83,46,21,50.0,Happy,Medium
91,20,15,42.0,Concentrated,Medium
29,68,12,36.33333333,Concentrated,Medium
73,89,10,57.33333333,Fear,Medium
95,42,6,47.66666667,Happy,Medium
82,28,9,39.66666667,Concentrated,Medium
58,17,18,31.0,Concentrated,Medium
68,24,1,31.0,Concentrated,Medium
44,71,10,41.66666667,Concentrated,Medium
83,71,9,54.33333333,Happy,Medium
81,90,3,58.0,Fear,Medium
95,71,19,61.66666667,Fear,High
11,87,16,38.0,Concentrated,Medium
41,96,3,46.66666667,Happy,Medium
86,43,6,45.0,Happy,Medium
32,89,2,41.0,Concentrated,Medium
28,12,8,16.0,Relaxed,Low
81,61,7,49.66666667,Happy,Medium
24,64,10,32.66666667,Concentrated,Medium
13,70,8,30.33333333,Concentrated,Medium
16,7,4,9.0,Sad,Low
10,38,14,20.66666667,Relaxed,Low
87,87,12,62.0,Fear,High
74,4,8,28.66666667,Drunker,Low
71,19,17,35.66666667,Concentrated,Medium
92,90,14,65.33333333,Fear,High
24,12,3,13.0,Sad,Low
41,87,19,49.0,Happy,Medium
100,62,20,60.66666667,Fear,High
52,42,13,35.66666667,Concentrated,Medium
16,40,5,20.33333333,Relaxed,Low
61,13,14,29.33333333,Concentrated,Low
94,51,6,50.33333333,Happy,Medium
33,69,12,38.0,Concentrated,Medium
1,92,10,34.33333333,Concentrated,Medium
7,18,1,8.666666667,Sad,Low
100,56,21,59.0,Fear,Medium
66,27,1,31.33333333,Concentrated,Medium
54,61,2,39.0,Concentrated,Medium
29,39,21,29.66666667,Concentrated,Low
82,2,7,30.33333333,Concentrated,Medium
37,19,16,24.0,Relaxed,Low
65,68,14,49.0,Happy,Medium
55,29,18,34.0,Concentrated,Medium
7,67,10,28.0,Relaxed,Low
56,43,16,38.33333333,Concentrated,Medium
92,41,7,46.66666667,Happy,Medium
10,90,13,37.66666667,Concentrated,Medium
49,16,15,26.66666667,Relaxed,Low
60,39,2,33.66666667,Concentrated,Medium
13,18,6,12.33333333,Sad,Low
92,44,13,49.66666667,Happy,Medium
82,1,15,32.66666667,Concentrated,Medium
100,52,21,57.66666667,Fear,Medium
24,11,15,16.66666667,Relaxed,Low
3,72,10,28.33333333,Drunker,Low
95,23,19,45.66666667,Happy,Medium
42,64,14,40.0,Concentrated,Medium
76,52,15,47.66666667,Happy,Medium
39,83,14,45.33333333,Happy,Medium
71,13,2,28.66666667,Drunker,Low
25,96,5,42.0,Concentrated,Medium
60,99,18,59.0,Fear,Medium
11,1,10,7.333333333,Sad,Low
5,15,7,9.0,Sad,Low
46,13,21,26.66666667,Relaxed,Low
19,80,8,35.66666667,Concentrated,Medium
37,41,4,27.33333333,Relaxed,Low
1,36,4,13.66666667,Sad,Low
14,52,1,22.33333333,Relaxed,Low
72,22,6,33.33333333,Concentrated,Medium
29,90,7,42.0,Concentrated,Medium
63,5,2,23.33333333,Relaxed,Low
24,46,12,27.33333333,Relaxed,Low
76,68,12,52.0,Happy,Medium
37,7,10,18.0,Relaxed,Low
99,90,6,65.0,Fear,High
17,8,3,9.333333333,Sad,Low
47,15,18,26.66666667,Relaxed,Low
58,59,4,40.33333333,Concentrated,Medium
64,33,6,34.33333333,Concentrated,Medium
81,81,16,59.33333333,Fear,Medium
60,30,18,36.0,Concentrated,Medium
78,89,16,61.0,Fear,High
91,71,4,55.33333333,Happy,Medium
92,79,9,60.0,Fear,High
30,27,14,23.66666667,Relaxed,Low
9,39,8,18.66666667,Relaxed,Low
93,18,15,42.0,Concentrated,Medium
38,20,19,25.66666667,Relaxed,Low
13,1,10,8.0,Sad,Low
57,7,9,24.33333333,Relaxed,Low
84,65,7,52.0,Happy,Medium
77,4,8,29.66666667,Concentrated,Low
49,77,13,46.33333333,Happy,Medium
62,13,21,32.0,Concentrated,Medium
31,48,3,27.33333333,Relaxed,Low
10,54,16,26.66666667,Relaxed,Low
91,15,12,39.33333333,Concentrated,Medium
27,32,14,24.33333333,Relaxed,Low
9,98,15,40.66666667,Concentrated,Medium
52,21,1,24.66666667,Relaxed,Low
100,11,20,43.66666667,Happy,Medium
87,93,21,67.0,Fear,High
78,5,13,32.0,Concentrated,Medium
66,81,18,55.0,Happy,Medium
38,54,6,32.66666667,Concentrated,Medium
76,5,9,30.0,Concentrated,Medium
54,13,4,23.66666667,Relaxed,Low
16,85,1,34.0,Concentrated,Medium
22,48,13,27.66666667,Relaxed,Low
19,92,12,41.0,Concentrated,Medium
53,32,19,34.66666667,Concentrated,Medium
33,99,19,50.33333333,Happy,Medium
28,30,7,21.66666667,Relaxed,Low
10,97,7,38.0,Concentrated,Medium
48,92,17,52.33333333,Happy,Medium
90,16,3,36.33333333,Concentrated,Medium
89,61,12,54.0,Happy,Medium
6,9,12,9.0,Sad,Low
4,33,3,13.33333333,Sad,Low
86,22,16,41.33333333,Concentrated,Medium
93,51,5,49.66666667,Happy,Medium
39,32,19,30.0,Concentrated,Medium
31,33,18,27.33333333,Relaxed,Low
17,43,2,20.66666667,Relaxed,Low
57,50,17,41.33333333,Concentrated,Medium
13,67,19,33.0,Concentrated,Medium
56,58,5,39.66666667,Concentrated,Medium
68,99,2,56.33333333,Drunker,Medium
62,34,15,37.0,Concentrated,Medium
100,54,6,53.33333333,Happy,Medium
84,24,5,37.66666667,Concentrated,Medium
22,33,20,25.0,Relaxed,Low
7,19,12,12.66666667,Sad,Low
25,62,11,32.66666667,Concentrated,Medium
31,14,9,18.0,Relaxed,Low
15,60,5,26.66666667,Relaxed,Low
100,80,1,60.33333333,Fear,High
73,89,13,58.33333333,Fear,Medium
24,99,17,46.66666667,Happy,Medium
25,64,10,33.0,Concentrated,Medium
98,57,17,57.33333333,Fear,Medium
77,60,4,47.0,Happy,Medium
59,84,16,53.0,Happy,Medium
43,23,16,27.33333333,Relaxed,Low
15,22,5,14.0,Sad,Low
39,24,18,27.0,Relaxed,Low
50,5,12,22.33333333,Relaxed,Low
86,26,1,37.66666667,Concentrated,Medium
77,38,18,44.33333333,Happy,Medium
41,25,18,28.0,Relaxed,Low
3,65,8,25.33333333,Relaxed,Low
96,85,15,65.33333333,Fear,High
1,35,15,17.0,Relaxed,Low
19,65,7,30.33333333,Concentrated,Medium
89,25,9,41.0,Concentrated,Medium
72,98,1,57.0,Fear,Medium
68,12,13,31.0,Concentrated,Medium
62,35,18,38.33333333,Concentrated,Medium
17,91,3,37.0,Concentrated,Medium
24,14,4,14.0,Sad,Low
73,19,2,31.33333333,Concentrated,Medium
34,33,2,23.0,Relaxed,Low
86,14,14,38.0,Concentrated,Medium
45,78,13,45.33333333,Happy,Medium
10,33,17,20.0,Relaxed,Low
26,59,14,33.0,Concentrated,Medium
70,89,19,59.33333333,Fear,Medium
26,32,13,23.66666667,Relaxed,Low
26,53,10,29.66666667,Concentrated,Low
31,87,11,43.0,Happy,Medium
61,74,19,51.33333333,Happy,Medium
76,61,20,52.33333333,Happy,Medium
52,24,2,26.0,Relaxed,Low
18,31,11,20.0,Relaxed,Low
48,20,3,23.66666667,Relaxed,Low
58,86,16,53.33333333,Happy,Medium
45,46,5,32.0,Concentrated,Medium
75,54,7,45.33333333,Happy,Medium
47,69,20,45.33333333,Happy,Medium
67,12,11,30.0,Concentrated,Medium
8,83,20,37.0,Concentrated,Medium
8,80,21,36.33333333,Concentrated,Medium
87,82,12,60.33333333,Fear,High
28,26,17,23.66666667,Relaxed,Low
65,98,18,60.33333333,Fear,High
75,28,13,38.66666667,Concentrated,Medium
29,59,3,30.33333333,Concentrated,Medium
87,85,20,64.0,Fear,High
93,3,19,38.33333333,Concentrated,Medium
2,31,14,15.66666667,Relaxed,Low
26,6,1,11.0,Sad,Low
94,69,10,57.66666667,Fear,Medium
94,25,1,40.0,Concentrated,Medium
32,85,12,43.0,Happy,Medium
81,88,19,62.66666667,Fear,High
22,22,2,15.33333333,Relaxed,Low
63,87,16,55.33333333,Happy,Medium
92,2,13,35.66666667,Concentrated,Medium
10,92,20,40.66666667,Concentrated,Medium
25,21,5,17.0,Relaxed,Low
25,82,15,40.66666667,Concentrated,Medium
6,51,5,20.66666667,Relaxed,Low
71,34,15,40.0,Concentrated,Medium
65,79,5,49.66666667,Happy,Medium
24,83,6,37.66666667,Concentrated,Medium
75,30,21,42.0,Concentrated,Medium
85,24,2,37.0,Concentrated,Medium
40,66,6,37.33333333,Concentrated,Medium
66,97,1,54.66666667,Happy,Medium
97,1,3,33.66666667,Concentrated,Medium
19,24,14,19.0,Relaxed,Low
79,46,13,46.0,Happy,Medium
45,70,2,39.0,Concentrated,Medium
7,59,8,24.66666667,Relaxed,Low
14,6,4,8.0,Sad,Low
74,57,7,46.0,Happy,Medium
44,98,18,53.33333333,Happy,Medium
12,100,16,42.66666667,Drunker,Medium
77,66,19,54.0,Happy,Medium
61,30,11,34.0,Concentrated,Medium
17,5,19,13.66666667,Sad,Low
45,39,19,34.33333333,Concentrated,Medium
83,21,4,36.0,Concentrated,Medium
85,63,1,49.66666667,Happy,Medium
29,96,8,44.33333333,Happy,Medium
28,36,16,26.66666667,Relaxed,Low
39,76,6,40.33333333,Concentrated,Medium
70,40,13,41.0,Concentrated,Medium
80,71,9,53.33333333,Happy,Medium
87,13,5,35.0,Concentrated,Medium
9,13,7,9.666666667,Sad,Low
18,67,20,35.0,Concentrated,Medium
32,86,11,43.0,Happy,Medium
58,76,18,50.66666667,Happy,Medium
42,63,15,40.0,Concentrated,Medium
69,6,7,27.33333333,Relaxed,Low
84,27,3,38.0,Concentrated,Medium
73,64,18,51.66666667,Happy,Medium
50,12,21,27.66666667,Relaxed,Low
78,56,17,50.33333333,Happy,Medium
14,85,18,39.0,Concentrated,Medium
49,28,4,27.0,Relaxed,Low
31,68,18,39.0,Concentrated,Medium
98,25,10,44.33333333,Happy,Medium
87,59,9,51.66666667,Happy,Medium
54,25,20,33.0,Concentrated,Medium
32,6,11,16.33333333,Relaxed,Low
38,27,12,25.66666667,Relaxed,Low
20,23,5,16.0,Relaxed,Low
64,33,10,35.66666667,Concentrated,Medium
11,64,6,27.0,Relaxed,Low
49,22,4,25.0,Relaxed,Low
49,32,15,32.0,Concentrated,Medium
56,86,13,51.66666667,Happy,Medium
9,82,15,35.33333333,Concentrated,Medium
12,44,5,20.33333333,Relaxed,Low
43,8,2,17.66666667,Relaxed,Low
51,96,17,54.66666667,Happy,Medium
25,87,20,44.0,Happy,Medium
74,8,2,28.0,Relaxed,Low
58,98,16,57.33333333,Fear,Medium
28,13,15,18.66666667,Relaxed,Low
43,74,18,45.0,Happy,Medium
87,18,1,35.33333333,Concentrated,Medium
71,6,5,27.33333333,Relaxed,Low
96,3,21,40.0,Concentrated,Medium
55,52,16,41.0,Concentrated,Medium
59,4,19,27.33333333,Relaxed,Low
38,33,13,28.0,Relaxed,Low
44,30,16,30.0,Concentrated,Medium
70,7,11,29.33333333,Concentrated,Low
14,85,20,39.66666667,Concentrated,Medium
17,20,19,18.66666667,Relaxed,Low
98,91,10,66.33333333,Fear,High
8,37,8,17.66666667,Relaxed,Low
5,72,4,27.0,Relaxed,Low
80,13,8,33.66666667,Concentrated,Medium
80,5,16,33.66666667,Concentrated,Medium
7,83,5,31.66666667,Concentrated,Medium
67,22,3,30.66666667,Concentrated,Medium
26,29,8,21.0,Relaxed,Low
70,22,10,34.0,Concentrated,Medium
71,46,4,40.33333333,Concentrated,Medium
42,28,1,23.66666667,Relaxed,Low
44,84,16,48.0,Happy,Medium
73,64,12,49.66666667,Happy,Medium
84,31,12,42.33333333,Drunker,Medium
68,12,2,27.33333333,Relaxed,Low
47,60,12,39.66666667,Concentrated,Medium
81,65,21,55.66666667,Happy,Medium
26,14,20,20.0,Relaxed,Low
40,66,1,35.66666667,Concentrated,Medium
93,54,10,52.33333333,Happy,Medium
97,44,14,51.66666667,Happy,Medium
51,29,13,31.0,Concentrated,Medium
33,87,19,46.33333333,Happy,Medium
70,11,15,32.0,Concentrated,Medium
4,11,20,11.66666667,Sad,Low
10,64,9,27.66666667,Relaxed,Low
75,61,10,48.66666667,Happy,Medium
72,3,8,27.66666667,Relaxed,Low
85,31,12,42.66666667,Drunker,Medium
99,19,20,46.0,Happy,Medium
57,75,4,45.33333333,Happy,Medium
19,65,8,30.66666667,Concentrated,Medium
5,99,20,41.33333333,Concentrated,Medium
32,6,14,17.33333333,Relaxed,Low
97,96,6,66.33333333,Fear,High
35,33,14,27.33333333,Relaxed,Low
83,65,2,50.0,Happy,Medium
24,25,6,18.33333333,Relaxed,Low
22,72,10,34.66666667,Concentrated,Medium
21,100,6,42.33333333,Drunker,Medium
17,85,16,39.33333333,Concentrated,Medium
61,79,1,47.0,Happy,Medium
99,86,18,67.66666667,Fear,High
70,17,21,36.0,Concentrated,Medium
17,30,15,20.66666667,Relaxed,Low
77,87,5,56.33333333,Drunker,Medium
81,16,2,33.0,Concentrated,Medium
41,52,17,36.66666667,Concentrated,Medium
81,1,7,29.66666667,Concentrated,Low
26,88,19,44.33333333,Happy,Medium
94,24,1,39.66666667,Concentrated,Medium
22,25,8,18.33333333,Relaxed,Low
81,46,14,47.0,Happy,Medium
66,46,14,42.0,Concentrated,Medium
29,47,14,30.0,Concentrated,Medium
64,52,5,40.33333333,Concentrated,Medium
69,77,5,50.33333333,Happy,Medium
24,77,8,36.33333333,Concentrated,Medium
10,18,14,14.0,Sad,Low
44,28,13,28.33333333,Drunker,Low
84,54,9,49.0,Happy,Medium
33,71,8,37.33333333,Concentrated,Medium
22,50,7,26.33333333,Relaxed,Low
31,84,6,40.33333333,Concentrated,Medium
40,41,11,30.66666667,Concentrated,Medium
82,75,1,52.66666667,Happy,Medium
85,46,4,45.0,Happy,Medium
44,32,15,30.33333333,Concentrated,Medium
62,91,7,53.33333333,Happy,Medium
96,45,7,49.33333333,Happy,Medium
44,25,2,23.66666667,Relaxed,Low
95,11,16,40.66666667,Concentrated,Medium
29,2,6,12.33333333,Sad,Low
86,25,21,44.0,Happy,Medium
90,39,4,44.33333333,Happy,Medium
91,30,4,41.66666667,Concentrated,Medium
81,74,12,55.66666667,Happy,Medium
33,3,6,14.0,Sad,Low
94,46,9,49.66666667,Happy,Medium
93,17,6,38.66666667,Concentrated,Medium
53,53,5,37.0,Concentrated,Medium
1,15,10,8.666666667,Sad,Low
90,15,8,37.66666667,Concentrated,Medium
6,5,6,5.666666667,Drunker,Low
68,9,18,31.66666667,Concentrated,Medium
9,16,19,14.66666667,Drunker,Low
51,84,7,47.33333333,Happy,Medium
29,14,3,15.33333333,Relaxed,Low
14,96,19,43.0,Happy,Medium
29,4,12,15.0,Relaxed,Low
13,72,5,30.0,Concentrated,Medium
32,37,21,30.0,Concentrated,Medium
16,95,3,38.0,Concentrated,Medium
59,81,17,52.33333333,Happy,Medium
43,90,14,49.0,Happy,Medium
8,38,3,16.33333333,Relaxed,Low
12,42,15,23.0,Relaxed,Low
66,82,10,52.66666667,Happy,Medium
60,11,2,24.33333333,Relaxed,Low
59,96,8,54.33333333,Happy,Medium
83,46,21,50.0,Happy,Medium
89,92,10,63.66666667,Fear,High
78,52,1,43.66666667,Happy,Medium
20,75,3,32.66666667,Concentrated,Medium
33,17,1,17.0,Relaxed,Low
12,42,3,19.0,Relaxed,Low
16,56,3,25.0,Relaxed,Low
57,20,8,28.33333333,Drunker,Low
79,74,14,55.66666667,Happy,Medium
51,72,4,42.33333333,Drunker,Medium
89,34,19,47.33333333,Happy,Medium
98,81,11,63.33333333,Fear,High
5,93,17,38.33333333,Concentrated,Medium
87,97,5,63.0,Fear,High
99,72,7,59.33333333,Fear,Medium
26,40,19,28.33333333,Drunker,Low
32,58,21,37.0,Concentrated,Medium
34,55,2,30.33333333,Concentrated,Medium
68,73,13,51.33333333,Happy,Medium
30,66,16,37.33333333,Concentrated,Medium
12,70,2,28.0,Relaxed,Low
33,34,12,26.33333333,Relaxed,Low
80,69,11,53.33333333,Happy,Medium
48,29,7,28.0,Relaxed,Low
97,44,9,50.0,Happy,Medium
11,67,12,30.0,Concentrated,Medium
5,10,21,12.0,Sad,Low
56,41,19,38.66666667,Concentrated,Medium
90,11,15,38.66666667,Concentrated,Medium
93,51,12,52.0,Happy,Medium
50,63,11,41.33333333,Concentrated,Medium
70,95,4,56.33333333,Drunker,Medium
55,4,8,22.33333333,Relaxed,Low
27,75,9,37.0,Concentrated,Medium
34,58,4,32.0,Concentrated,Medium
87,28,10,41.66666667,Concentrated,Medium
1,1,12,4.666666667,Drunker,Low
47,59,12,39.33333333,Concentrated,Medium
49,23,7,26.33333333,Relaxed,Low
82,59,14,51.66666667,Happy,Medium
67,55,13,45.0,Happy,Medium
45,28,21,31.33333333,Concentrated,Medium
47,28,20,31.66666667,Concentrated,Medium
92,73,17,60.66666667,Fear,High
24,7,7,12.66666667,Sad,Low
19,87,1,35.66666667,Concentrated,Medium
42,22,5,23.0,Relaxed,Low
85,88,12,61.66666667,Fear,High
7,58,9,24.66666667,Relaxed,Low
20,43,20,27.66666667,Relaxed,Low
72,47,5,41.33333333,Concentrated,Medium
85,86,1,57.33333333,Fear,Medium
20,69,13,34.0,Concentrated,Medium
23,68,4,31.66666667,Concentrated,Medium
57,81,1,46.33333333,Happy,Medium
44,57,8,36.33333333,Concentrated,Medium
11,83,11,35.0,Concentrated,Medium
85,83,15,61.0,Fear,High
76,13,1,30.0,Concentrated,Medium
42,60,16,39.33333333,Concentrated,Medium
17,25,16,19.33333333,Relaxed,Low
79,59,13,50.33333333,Happy,Medium
85,95,1,60.33333333,Fear,High
79,73,1,51.0,Happy,Medium
36,88,13,45.66666667,Happy,Medium
91,22,1,38.0,Concentrated,Medium
32,36,21,29.66666667,Concentrated,Low
14,33,7,18.0,Relaxed,Low
48,7,15,23.33333333,Relaxed,Low
54,65,5,41.33333333,Concentrated,Medium
37,44,7,29.33333333,Concentrated,Low
45,14,10,23.0,Relaxed,Low
40,43,18,33.66666667,Concentrated,Medium
41,100,15,52.0,Happy,Medium
73,95,15,61.0,Fear,High
8,25,11,14.66666667,Drunker,Low
39,48,12,33.0,Concentrated,Medium
30,25,7,20.66666667,Relaxed,Low
4,99,20,41.0,Concentrated,Medium
34,77,6,39.0,Concentrated,Medium
95,15,9,39.66666667,Concentrated,Medium
23,51,3,25.66666667,Relaxed,Low
75,56,11,47.33333333,Happy,Medium
99,77,11,62.33333333,Fear,High
57,74,18,49.66666667,Happy,Medium
79,79,12,56.66666667,Drunker,Medium
53,85,19,52.33333333,Happy,Medium
72,56,2,43.33333333,Happy,Medium
10,35,15,20.0,Relaxed,Low
46,86,11,47.66666667,Happy,Medium
57,13,17,29.0,Concentrated,Low
60,30,7,32.33333333,Concentrated,Medium
2,52,13,22.33333333,Relaxed,Low
12,15,19,15.33333333,Relaxed,Low
7,50,12,23.0,Relaxed,Low
33,9,4,15.33333333,Relaxed,Low
64,5,15,28.0,Relaxed,Low
19,10,4,11.0,Sad,Low
42,97,10,49.66666667,Happy,Medium
97,36,17,50.0,Happy,Medium
29,88,1,39.33333333,Concentrated,Medium
60,36,14,36.66666667,Concentrated,Medium
85,23,16,41.33333333,Concentrated,Medium
33,66,9,36.0,Concentrated,Medium
93,94,4,63.66666667,Fear,High
100,84,7,63.66666667,Fear,High
29,18,20,22.33333333,Relaxed,Low
44,47,12,34.33333333,Concentrated,Medium
40,16,10,22.0,Relaxed,Low
37,80,2,39.66666667,Concentrated,Medium
39,79,16,44.66666667,Happy,Medium
77,41,12,43.33333333,Happy,Medium
72,32,10,38.0,Concentrated,Medium
62,73,21,52.0,Happy,Medium
87,12,12,37.0,Concentrated,Medium
64,10,7,27.0,Relaxed,Low
63,44,10,39.0,Concentrated,Medium
91,4,17,37.33333333,Concentrated,Medium
59,46,16,40.33333333,Concentrated,Medium
44,3,9,18.66666667,Relaxed,Low
82,22,14,39.33333333,Concentrated,Medium
29,41,15,28.33333333,Drunker,Low
80,4,19,34.33333333,Concentrated,Medium
14,27,1,14.0,Sad,Low
99,67,14,60.0,Fear,High
16,30,11,19.0,Relaxed,Low
19,87,8,38.0,Concentrated,Medium
33,100,11,48.0,Happy,Medium
15,63,16,31.33333333,Concentrated,Medium
24,54,14,30.66666667,Concentrated,Medium
56,22,10,29.33333333,Concentrated,Low
87,96,19,67.33333333,Fear,High
81,31,21,44.33333333,Happy,Medium
15,34,5,18.0,Relaxed,Low
15,22,1,12.66666667,Sad,Low
48,68,19,45.0,Happy,Medium
28,24,7,19.66666667,Relaxed,Low
11,74,16,33.66666667,Concentrated,Medium
82,39,20,47.0,Happy,Medium
62,27,10,33.0,Concentrated,Medium
53,8,10,23.66666667,Relaxed,Low
78,98,3,59.66666667,Fear,Medium
26,72,21,39.66666667,Concentrated,Medium
97,61,13,57.0,Fear,Medium
78,78,1,52.33333333,Happy,Medium
68,39,13,40.0,Concentrated,Medium
76,20,12,36.0,Concentrated,Medium
48,26,6,26.66666667,Relaxed,Low
23,81,12,38.66666667,Concentrated,Medium
23,36,4,21.0,Relaxed,Low
82,57,12,50.33333333,Happy,Medium
68,52,1,40.33333333,Concentrated,Medium
34,75,12,40.33333333,Concentrated,Medium
56,87,11,51.33333333,Happy,Medium
38,30,5,24.33333333,Relaxed,Low
11,30,2,14.33333333,Drunker,Low
32,78,12,40.66666667,Concentrated,Medium
10,44,5,19.66666667,Relaxed,Low
58,31,15,34.66666667,Concentrated,Medium
56,12,4,24.0,Relaxed,Low
56,19,3,26.0,Relaxed,Low
38,47,2,29.0,Concentrated,Low
71,89,17,59.0,Fear,Medium
31,30,4,21.66666667,Relaxed,Low
38,9,16,21.0,Relaxed,Low
10,71,15,32.0,Concentrated,Medium
35,24,6,21.66666667,Relaxed,Low
70,67,3,46.66666667,Happy,Medium
42,98,12,50.66666667,Happy,Medium
68,54,6,42.66666667,Drunker,Medium
4,56,13,24.33333333,Relaxed,Low
28,61,12,33.66666667,Concentrated,Medium
29,73,2,34.66666667,Concentrated,Medium
79,65,13,52.33333333,Happy,Medium
30,49,11,30.0,Concentrated,Medium
35,25,6,22.0,Relaxed,Low
61,68,10,46.33333333,Happy,Medium
46,73,21,46.66666667,Happy,Medium
50,10,10,23.33333333,Relaxed,Low
12,85,9,35.33333333,Concentrated,Medium
75,95,16,62.0,Fear,High
27,26,17,23.33333333,Relaxed,Low
55,92,14,53.66666667,Happy,Medium
1,13,1,5.0,Drunker,Low
23,89,10,40.66666667,Concentrated,Medium
23,21,16,20.0,Relaxed,Low
19,5,8,10.66666667,Sad,Low
38,95,9,47.33333333,Happy,Medium
67,36,2,35.0,Concentrated,Medium
81,37,18,45.33333333,Happy,Medium
70,22,16,36.0,Concentrated,Medium
14,47,13,24.66666667,Relaxed,Low
96,8,20,41.33333333,Concentrated,Medium
45,91,2,46.0,Happy,Medium
92,53,5,50.0,Happy,Medium
15,22,2,13.0,Sad,Low
45,35,4,28.0,Relaxed,Low
73,16,5,31.33333333,Concentrated,Medium
7,64,11,27.33333333,Relaxed,Low
14,91,2,35.66666667,Concentrated,Medium
62,58,4,41.33333333,Concentrated,Medium
43,77,6,42.0,Concentrated,Medium
94,71,2,55.66666667,Happy,Medium
53,76,8,45.66666667,Happy,Medium
37,87,4,42.66666667,Drunker,Medium
62,2,9,24.33333333,Relaxed,Low
25,23,5,17.66666667,Relaxed,Low
25,71,6,34.0,Concentrated,Medium
69,37,17,41.0,Concentrated,Medium
83,98,17,66.0,Fear,High
14,29,5,16.0,Relaxed,Low
16,3,11,10.0,Sad,Low
39,17,20,25.33333333,Relaxed,Low
97,5,13,38.33333333,Concentrated,Medium
19,78,16,37.66666667,Concentrated,Medium
22,52,10,28.0,Relaxed,Low
87,58,10,51.66666667,Happy,Medium
74,17,14,35.0,Concentrated,Medium
34,13,16,21.0,Relaxed,Low
39,74,14,42.33333333,Drunker,Medium
55,19,4,26.0,Relaxed,Low
23,52,15,30.0,Concentrated,Medium
8,8,6,7.333333333,Sad,Low
67,40,6,37.66666667,Concentrated,Medium
80,86,6,57.33333333,Fear,Medium
84,77,14,58.33333333,Fear,Medium
26,79,9,38.0,Concentrated,Medium
12,94,21,42.33333333,Drunker,Medium
9,100,12,40.33333333,Concentrated,Medium
18,66,10,31.33333333,Concentrated,Medium
47,5,4,18.66666667,Relaxed,Low
20,18,7,15.0,Relaxed,Low
2,82,12,32.0,Concentrated,Medium
44,88,8,46.66666667,Happy,Medium
33,6,12,17.0,Relaxed,Low
69,87,9,55.0,Happy,Medium
55,17,17,29.66666667,Concentrated,Low
57,69,9,45.0,Happy,Medium
49,73,20,47.33333333,Happy,Medium
31,40,2,24.33333333,Relaxed,Low
89,24,1,38.0,Concentrated,Medium
46,94,20,53.33333333,Happy,Medium
72,59,19,50.0,Happy,Medium
52,54,12,39.33333333,Concentrated,Medium
34,50,13,32.33333333,Concentrated,Medium
10,78,16,34.66666667,Concentrated,Medium
27,29,17,24.33333333,Relaxed,Low
8,51,19,26.0,Relaxed,Low
45,85,13,47.66666667,Happy,Medium
30,39,18,29.0,Concentrated,Low
67,86,6,53.0,Happy,Medium
85,8,16,36.33333333,Concentrated,Medium
68,92,21,60.33333333,Fear,High
95,89,8,64.0,Fear,High
2,29,1,10.66666667,Sad,Low
20,84,4,36.0,Concentrated,Medium
18,51,20,29.66666667,Concentrated,Low
10,43,1,18.0,Relaxed,Low
22,18,13,17.66666667,Relaxed,Low
20,79,20,39.66666667,Concentrated,Medium
93,47,12,50.66666667,Happy,Medium
78,77,13,56.0,Happy,Medium
23,32,5,20.0,Relaxed,Low
56,57,12,41.66666667,Concentrated,Medium
41,87,13,47.0,Happy,Medium
11,34,12,19.0,Relaxed,Low
86,69,4,53.0,Happy,Medium
5,41,17,21.0,Relaxed,Low
25,50,18,31.0,Concentrated,Medium
90,18,14,40.66666667,Concentrated,Medium
52,15,2,23.0,Relaxed,Low
62,67,14,47.66666667,Happy,Medium
64,31,17,37.33333333,Concentrated,Medium
14,27,11,17.33333333,Relaxed,Low
55,78,18,50.33333333,Happy,Medium
95,64,9,56.0,Happy,Medium
38,51,6,31.66666667,Concentrated,Medium
91,13,12,38.66666667,Concentrated,Medium
32,11,5,16.0,Relaxed,Low
83,48,17,49.33333333,Happy,Medium
42,78,7,42.33333333,Drunker,Medium
22,42,13,25.66666667,Relaxed,Low
87,81,3,57.0,Fear,Medium
62,45,1,36.0,Concentrated,Medium
70,87,19,58.66666667,Fear,Medium
1,25,15,13.66666667,Sad,Low
70,73,9,50.66666667,Happy,Medium
9,66,2,25.66666667,Relaxed,Low
8,91,10,36.33333333,Concentrated,Medium
99,72,12,61.0,Fear,High
23,79,2,34.66666667,Concentrated,Medium
29,70,19,39.33333333,Concentrated,Medium
56,92,12,53.33333333,Happy,Medium
63,75,15,51.0,Happy,Medium
92,82,3,59.0,Fear,Medium
