Attention,Meditation,Eye Blink,Average,Emotion
10,44,5,19.66666667,Relaxed
58,31,15,34.66666667,Concentrated
56,12,4,24,Relaxed
56,19,3,26,Relaxed
38,47,2,29,Concentrated
71,89,17,59,Fear
31,30,4,21.66666667,Relaxed
38,9,16,21,Relaxed
10,71,15,32,Concentrated
35,24,6,21.66666667,Relaxed
70,67,3,46.66666667,Happy
42,98,12,50.66666667,Happy
68,54,6,42.66666667,Drunker
4,56,13,24.33333333,Relaxed
28,61,12,33.66666667,Concentrated
29,73,2,34.66666667,Concentrated
79,65,13,52.33333333,Happy
30,49,11,30,Concentrated
35,25,6,22,Relaxed
61,68,10,46.33333333,Happy
46,73,21,46.66666667,Happy
50,10,10,23.33333333,Relaxed
12,85,9,35.33333333,Concentrated
75,95,16,62,Fear
27,26,17,23.33333333,Relaxed
55,92,14,53.66666667,Happy
1,13,1,5,Drunker
23,89,10,40.66666667,Concentrated
23,21,16,20,Relaxed
19,5,8,10.66666667,Sad
38,95,9,47.33333333,Happy
67,36,2,35,Concentrated
81,37,18,45.33333333,Happy
70,22,16,36,Concentrated
14,47,13,24.66666667,Relaxed
96,8,20,41.33333333,Concentrated
45,91,2,46,Happy
92,53,5,50,Happy
15,22,2,13,Sad
45,35,4,28,Relaxed
73,16,5,31.33333333,Concentrated
7,64,11,27.33333333,Relaxed
14,91,2,35.66666667,Concentrated
62,58,4,41.33333333,Concentrated
43,77,6,42,Concentrated
94,71,2,55.66666667,Happy
53,76,8,45.66666667,Happy
37,87,4,42.66666667,Drunker
62,2,9,24.33333333,Relaxed
25,23,5,17.66666667,Relaxed
25,71,6,34,Concentrated
69,37,17,41,Concentrated
83,98,17,66,Fear
14,29,5,16,Relaxed
16,3,11,10,Sad
39,17,20,25.33333333,Relaxed
97,5,13,38.33333333,Concentrated
19,78,16,37.66666667,Concentrated
22,52,10,28,Relaxed
87,58,10,51.66666667,Happy
74,17,14,35,Concentrated
34,13,16,21,Relaxed
39,74,14,42.33333333,Drunker
55,19,4,26,Relaxed
23,52,15,30,Concentrated
8,8,6,7.333333333,Sad
67,40,6,37.66666667,Concentrated
80,86,6,57.33333333,Fear
84,77,14,58.33333333,Fear
26,79,9,38,Concentrated
12,94,21,42.33333333,Drunker
9,100,12,40.33333333,Concentrated
18,66,10,31.33333333,Concentrated
47,5,4,18.66666667,Relaxed
20,18,7,15,Relaxed
2,82,12,32,Concentrated
44,88,8,46.66666667,Happy
33,6,12,17,Relaxed
69,87,9,55,Happy
55,17,17,29.66666667,Concentrated
57,69,9,45,Happy
49,73,20,47.33333333,Happy
31,40,2,24.33333333,Relaxed
89,24,1,38,Concentrated
46,94,20,53.33333333,Happy
72,59,19,50,Happy
52,54,12,39.33333333,Concentrated
34,50,13,32.33333333,Concentrated
10,78,16,34.66666667,Concentrated
27,29,17,24.33333333,Relaxed
8,51,19,26,Relaxed
45,85,13,47.66666667,Happy
30,39,18,29,Concentrated
67,86,6,53,Happy
85,8,16,36.33333333,Concentrated
68,92,21,60.33333333,Fear
95,89,8,64,Fear
2,29,1,10.66666667,Sad
20,84,4,36,Concentrated
18,51,20,29.66666667,Concentrated
10,43,1,18,Relaxed
22,18,13,17.66666667,Relaxed
20,79,20,39.66666667,Concentrated
93,47,12,50.66666667,Happy
78,77,13,56,Happy
23,32,5,20,Relaxed
56,57,12,41.66666667,Concentrated
41,87,13,47,Happy
11,34,12,19,Relaxed
86,69,4,53,Happy
5,41,17,21,Relaxed
25,50,18,31,Concentrated
90,18,14,40.66666667,Concentrated
52,15,2,23,Relaxed
62,67,14,47.66666667,Happy
64,31,17,37.33333333,Concentrated
14,27,11,17.33333333,Relaxed
55,78,18,50.33333333,Happy
95,64,9,56,Happy
38,51,6,31.66666667,Concentrated
91,13,12,38.66666667,Concentrated
32,11,5,16,Relaxed
83,48,17,49.33333333,Happy
42,78,7,42.33333333,Drunker
22,42,13,25.66666667,Relaxed
87,81,3,57,Fear
62,45,1,36,Concentrated
70,87,19,58.66666667,Fear
1,25,15,13.66666667,Sad
70,73,9,50.66666667,Happy
9,66,2,25.66666667,Relaxed
8,91,10,36.33333333,Concentrated
99,72,12,61,Fear
23,79,2,34.66666667,Concentrated
29,70,19,39.33333333,Concentrated
56,92,12,53.33333333,Happy
63,75,15,51,Happy
92,82,3,59,Fear
93,33,18,48,Happy
6,38,20,21.33333333,Relaxed
49,74,9,44,Happy
96,80,12,62.66666667,Fear
95,10,19,41.33333333,Concentrated
19,11,13,14.33333333,Drunker
57,97,21,58.33333333,Fear
48,100,3,50.33333333,Happy
36,30,12,26,Relaxed
44,81,9,44.66666667,Happy
89,60,5,51.33333333,Happy
57,91,16,54.66666667,Happy
41,87,20,49.33333333,Happy
26,25,21,24,Relaxed
45,23,11,26.33333333,Relaxed
25,1,9,11.66666667,Sad
90,33,8,43.66666667,Happy
47,23,12,27.33333333,Relaxed
33,60,12,35,Concentrated
71,35,10,38.66666667,Concentrated
41,75,11,42.33333333,Drunker
86,51,11,49.33333333,Happy
92,42,3,45.66666667,Happy
31,47,18,32,Concentrated
20,19,15,18,Relaxed
62,81,3,48.66666667,Happy
23,99,3,41.66666667,Concentrated
54,68,3,41.66666667,Concentrated
72,95,15,60.66666667,Fear
3,79,5,29,Concentrated
99,66,15,60,Fear
5,88,6,33,Concentrated
79,22,12,37.66666667,Concentrated
47,91,14,50.66666667,Happy
86,50,8,48,Happy
31,56,15,34,Concentrated
78,19,18,38.33333333,Concentrated
56,96,1,51,Happy
80,7,2,29.66666667,Concentrated
47,51,21,39.66666667,Concentrated
23,23,5,17,Relaxed
68,92,21,60.33333333,Fear
9,65,19,31,Concentrated
99,40,9,49.33333333,Happy
95,61,3,53,Happy
88,56,2,48.66666667,Happy
45,97,2,48,Happy
66,46,13,41.66666667,Concentrated
73,79,17,56.33333333,Drunker
17,71,2,30,Concentrated
64,29,8,33.66666667,Concentrated
41,34,11,28.66666667,Drunker
83,60,1,48,Happy
68,61,6,45,Happy
14,47,16,25.66666667,Relaxed
71,88,3,54,Happy
23,47,4,24.66666667,Relaxed
14,89,3,35.33333333,Concentrated
27,35,1,21,Relaxed
61,13,7,27,Relaxed
29,36,6,23.66666667,Relaxed
56,53,20,43,Happy
90,5,14,36.33333333,Concentrated
72,17,7,32,Concentrated
55,38,12,35,Concentrated
54,94,15,54.33333333,Happy
23,81,12,38.66666667,Concentrated
8,30,14,17.33333333,Relaxed
43,44,20,35.66666667,Concentrated
24,44,15,27.66666667,Relaxed
3,64,21,29.33333333,Concentrated
47,50,16,37.66666667,Concentrated
65,51,3,39.66666667,Concentrated
18,4,18,13.33333333,Sad
19,22,4,15,Relaxed
73,23,3,33,Concentrated
22,26,13,20.33333333,Relaxed
43,69,21,44.33333333,Happy
25,70,20,38.33333333,Concentrated
91,71,21,61,Fear
90,36,8,44.66666667,Happy
48,60,7,38.33333333,Concentrated
75,49,11,45,Happy
39,30,11,26.66666667,Relaxed
71,62,21,51.33333333,Happy
11,98,6,38.33333333,Concentrated
80,44,6,43.33333333,Happy
1,33,15,16.33333333,Relaxed
27,65,1,31,Concentrated
15,31,10,18.66666667,Relaxed
96,9,4,36.33333333,Concentrated
21,68,11,33.33333333,Concentrated
93,45,14,50.66666667,Happy
78,6,16,33.33333333,Concentrated
45,70,12,42.33333333,Drunker
50,71,6,42.33333333,Drunker
30,87,10,42.33333333,Drunker
55,72,11,46,Happy
49,20,19,29.33333333,Concentrated
44,91,2,45.66666667,Happy
88,30,1,39.66666667,Concentrated
91,74,15,60,Fear
40,77,19,45.33333333,Happy
83,75,5,54.33333333,Happy
56,49,11,38.66666667,Concentrated
94,24,12,43.33333333,Happy
47,84,5,45.33333333,Happy
3,79,13,31.66666667,Concentrated
13,42,12,22.33333333,Relaxed
87,92,5,61.33333333,Fear
57,71,13,47,Happy
59,94,14,55.66666667,Happy
93,90,20,67.66666667,Fear
84,58,1,47.66666667,Happy
12,28,14,18,Relaxed
82,93,17,64,Fear
7,14,4,8.333333333,Sad
24,12,20,18.66666667,Relaxed
23,49,18,30,Concentrated
88,97,6,63.66666667,Fear
45,13,12,23.33333333,Relaxed
65,75,18,52.66666667,Happy
96,59,18,57.66666667,Fear
7,28,9,14.66666667,Drunker
98,64,13,58.33333333,Fear
2,95,10,35.66666667,Concentrated
95,99,5,66.33333333,Fear
12,70,21,34.33333333,Concentrated
97,41,21,53,Happy
11,73,19,34.33333333,Concentrated
91,4,14,36.33333333,Concentrated
62,92,2,52,Happy
29,72,9,36.66666667,Concentrated
43,12,18,24.33333333,Relaxed
16,13,13,14,Sad
36,55,9,33.33333333,Concentrated
41,16,13,23.33333333,Relaxed
29,70,6,35,Concentrated
11,62,11,28,Relaxed
45,39,9,31,Concentrated
22,86,4,37.33333333,Concentrated
65,62,18,48.33333333,Happy
76,93,14,61,Fear
2,15,12,9.666666667,Sad
14,67,19,33.33333333,Concentrated
46,40,3,29.66666667,Concentrated
34,93,2,43,Happy
98,36,3,45.66666667,Happy
30,74,5,36.33333333,Concentrated
6,34,12,17.33333333,Relaxed
29,8,6,14.33333333,Drunker
16,38,21,25,Relaxed
23,90,6,39.66666667,Concentrated
88,1,12,33.66666667,Concentrated
7,53,15,25,Relaxed
42,85,7,44.66666667,Happy
75,79,21,58.33333333,Fear
52,68,5,41.66666667,Concentrated
95,8,11,38,Concentrated
11,39,15,21.66666667,Relaxed
25,14,12,17,Relaxed
23,73,21,39,Concentrated
29,41,15,28.33333333,Drunker
70,55,16,47,Happy
84,63,11,52.66666667,Happy
71,60,11,47.33333333,Happy
48,57,6,37,Concentrated
37,20,18,25,Relaxed
83,20,15,39.33333333,Concentrated
40,98,17,51.66666667,Happy
52,34,17,34.33333333,Concentrated
58,80,4,47.33333333,Happy
83,73,16,57.33333333,Fear
61,18,20,33,Concentrated
56,18,21,31.66666667,Concentrated
43,57,7,35.66666667,Concentrated
67,76,12,51.66666667,Happy
33,68,8,36.33333333,Concentrated
10,81,6,32.33333333,Concentrated
87,64,17,56,Happy
23,41,9,24.33333333,Relaxed
68,92,12,57.33333333,Fear
55,51,11,39,Concentrated
74,74,16,54.66666667,Happy
37,12,15,21.33333333,Relaxed
1,71,1,24.33333333,Relaxed
86,92,4,60.66666667,Fear
84,96,4,61.33333333,Fear
92,44,12,49.33333333,Happy
17,88,8,37.66666667,Concentrated
27,11,20,19.33333333,Relaxed
72,87,5,54.66666667,Happy
68,53,1,40.66666667,Concentrated
87,95,7,63,Fear
17,52,3,24,Relaxed
89,49,7,48.33333333,Happy
16,32,12,20,Relaxed
43,91,16,50,Happy
15,29,3,15.66666667,Relaxed
42,69,12,41,Concentrated
46,70,11,42.33333333,Drunker
66,12,20,32.66666667,Concentrated
54,98,12,54.66666667,Happy
70,95,21,62,Fear
37,2,7,15.33333333,Relaxed
28,55,9,30.66666667,Concentrated
14,2,4,6.666666667,Sad
20,75,16,37,Concentrated
14,15,14,14.33333333,Drunker
2,2,17,7,Sad
15,61,18,31.33333333,Concentrated
29,37,21,29,Concentrated
91,55,6,50.66666667,Happy
7,6,13,8.666666667,Sad
73,50,21,48,Happy
11,70,8,29.66666667,Concentrated
33,62,8,34.33333333,Concentrated
42,58,21,40.33333333,Concentrated
96,9,19,41.33333333,Concentrated
81,21,12,38,Concentrated
66,60,5,43.66666667,Happy
8,29,15,17.33333333,Relaxed
76,30,1,35.66666667,Concentrated
16,59,3,26,Relaxed
81,14,9,34.66666667,Concentrated
76,20,4,33.33333333,Concentrated
78,66,20,54.66666667,Happy
78,12,7,32.33333333,Concentrated
4,54,17,25,Relaxed
43,45,2,30,Concentrated
52,78,13,47.66666667,Happy
25,93,2,40,Concentrated
54,57,17,42.66666667,Drunker
72,17,21,36.66666667,Concentrated
87,35,16,46,Happy
50,37,20,35.66666667,Concentrated
52,34,17,34.33333333,Concentrated
11,23,15,16.33333333,Relaxed
43,82,4,43,Happy
73,96,13,60.66666667,Fear
83,55,16,51.33333333,Happy
34,26,7,22.33333333,Relaxed
99,43,10,50.66666667,Happy
83,87,8,59.33333333,Fear
1,77,21,33,Concentrated
59,28,16,34.33333333,Concentrated
24,73,14,37,Concentrated
34,6,17,19,Relaxed
98,63,8,56.33333333,Drunker
95,7,12,38,Concentrated
79,44,9,44,Happy
88,98,18,68,Fear
57,61,3,40.33333333,Concentrated
53,27,16,32,Concentrated
57,21,6,28,Relaxed
15,7,2,8,Sad
38,56,1,31.66666667,Concentrated
7,69,16,30.66666667,Concentrated
20,21,19,20,Relaxed
68,61,3,44,Happy
62,51,7,40,Concentrated
11,21,10,14,Sad
54,38,4,32,Concentrated
20,77,5,34,Concentrated
73,39,14,42,Concentrated
28,88,2,39.33333333,Concentrated
92,100,5,65.66666667,Fear
22,34,4,20,Relaxed
50,77,18,48.33333333,Happy
81,58,14,51,Happy
49,60,9,39.33333333,Concentrated
40,54,15,36.33333333,Concentrated
70,5,19,31.33333333,Concentrated
71,15,4,30,Concentrated
28,59,20,35.66666667,Concentrated
12,21,5,12.66666667,Sad
53,80,7,46.66666667,Happy
93,82,13,62.66666667,Fear
98,2,21,40.33333333,Concentrated
76,63,5,48,Happy
15,21,7,14.33333333,Drunker
41,11,11,21,Relaxed
14,99,19,44,Happy
65,13,8,28.66666667,Drunker
59,87,11,52.33333333,Happy
50,78,14,47.33333333,Happy
71,74,18,54.33333333,Happy
60,45,12,39,Concentrated
62,83,13,52.66666667,Happy
38,67,1,35.33333333,Concentrated
89,3,14,35.33333333,Concentrated
89,31,15,45,Happy
14,26,15,18.33333333,Relaxed
76,91,7,58,Fear
5,49,19,24.33333333,Relaxed
92,33,2,42.33333333,Drunker
96,40,9,48.33333333,Happy
15,43,21,26.33333333,Relaxed
88,79,4,57,Fear
30,46,21,32.33333333,Concentrated
30,71,10,37,Concentrated
61,57,19,45.66666667,Happy
3,10,3,5.333333333,Drunker
95,22,2,39.66666667,Concentrated
13,11,14,12.66666667,Sad
38,57,19,38,Concentrated
71,75,18,54.66666667,Happy
64,86,1,50.33333333,Happy
8,86,9,34.33333333,Concentrated
1,86,15,34,Concentrated
34,6,2,14,Sad
55,49,20,41.33333333,Concentrated
38,53,2,31,Concentrated
18,75,11,34.66666667,Concentrated
44,98,11,51,Happy
56,65,14,45,Happy
67,28,17,37.33333333,Concentrated
92,65,15,57.33333333,Fear
26,78,21,41.66666667,Concentrated
14,18,2,11.33333333,Sad
8,19,20,15.66666667,Relaxed
32,80,12,41.33333333,Concentrated
31,92,14,45.66666667,Happy
51,63,21,45,Happy
2,62,8,24,Relaxed
74,85,12,57,Fear
5,10,19,11.33333333,Sad
98,52,6,52,Happy
99,92,20,70.33333333,Drunker
99,23,2,41.33333333,Concentrated
49,49,14,37.33333333,Concentrated
85,89,19,64.33333333,Fear
99,81,1,60.33333333,Fear
55,98,12,55,Happy
52,72,11,45,Happy
68,8,9,28.33333333,Drunker
4,72,19,31.66666667,Concentrated
12,30,2,14.66666667,Drunker
90,20,5,38.33333333,Concentrated
100,59,12,57,Fear
78,38,8,41.33333333,Concentrated
55,100,14,56.33333333,Drunker
79,72,7,52.66666667,Happy
39,19,20,26,Relaxed
58,13,10,27,Relaxed
100,2,16,39.33333333,Concentrated
18,60,2,26.66666667,Relaxed
61,65,1,42.33333333,Drunker
79,92,12,61,Fear
65,83,8,52,Happy
73,84,9,55.33333333,Happy
60,39,19,39.33333333,Concentrated
22,8,20,16.66666667,Relaxed
94,5,13,37.33333333,Concentrated
42,43,18,34.33333333,Concentrated
25,73,7,35,Concentrated
19,39,7,21.66666667,Relaxed
78,25,3,35.33333333,Concentrated
74,68,9,50.33333333,Happy
85,10,10,35,Concentrated
21,47,11,26.33333333,Relaxed
61,29,9,33,Concentrated
68,58,5,43.66666667,Happy
71,36,8,38.33333333,Concentrated
4,7,10,7,Sad
54,62,15,43.66666667,Happy
78,68,21,55.66666667,Happy
22,60,5,29,Concentrated
6,98,18,40.66666667,Concentrated
58,35,14,35.66666667,Concentrated
29,13,7,16.33333333,Relaxed
93,41,20,51.33333333,Happy
76,89,16,60.33333333,Fear
18,87,16,40.33333333,Concentrated
49,78,6,44.33333333,Happy
24,86,20,43.33333333,Happy
49,61,5,38.33333333,Concentrated
65,10,4,26.33333333,Relaxed
51,80,2,44.33333333,Happy
95,23,7,41.66666667,Concentrated
52,7,18,25.66666667,Relaxed
87,35,19,47,Happy
20,34,17,23.66666667,Relaxed
90,98,14,67.33333333,Fear
72,100,17,63,Fear
85,57,20,54,Happy
61,10,19,30,Concentrated
61,70,8,46.33333333,Happy
13,15,11,13,Sad
90,2,13,35,Concentrated
50,6,2,19.33333333,Relaxed
64,3,19,28.66666667,Drunker
6,91,4,33.66666667,Concentrated
47,30,11,29.33333333,Concentrated
43,37,15,31.66666667,Concentrated
47,97,1,48.33333333,Happy
69,80,4,51,Happy
80,2,2,28,Relaxed
46,54,21,40.33333333,Concentrated
58,45,5,36,Concentrated
94,44,8,48.66666667,Happy
97,62,21,60,Fear
53,21,12,28.66666667,Drunker
99,22,15,45.33333333,Happy
72,94,16,60.66666667,Fear
73,53,15,47,Happy
16,78,12,35.33333333,Concentrated
95,13,12,40,Concentrated
25,34,17,25.33333333,Relaxed
3,1,21,8.333333333,Sad
9,98,13,40,Concentrated
33,16,11,20,Relaxed
10,27,2,13,Sad
43,15,9,22.33333333,Relaxed
44,70,13,42.33333333,Drunker
85,81,21,62.33333333,Fear
83,39,18,46.66666667,Happy
66,87,19,57.33333333,Fear
7,37,1,15,Relaxed
82,23,7,37.33333333,Concentrated
46,91,9,48.66666667,Happy
25,75,4,34.66666667,Concentrated
49,64,18,43.66666667,Happy
75,49,16,46.66666667,Happy
80,87,10,59,Fear
28,81,9,39.33333333,Concentrated
6,13,9,9.333333333,Sad
43,45,16,34.66666667,Concentrated
28,70,16,38,Concentrated
97,41,11,49.66666667,Happy
77,98,12,62.33333333,Fear
2,80,5,29,Concentrated
36,82,19,45.66666667,Happy
34,21,20,25,Relaxed
42,67,18,42.33333333,Drunker
34,27,6,22.33333333,Relaxed
93,54,9,52,Happy
57,98,20,58.33333333,Fear
93,84,3,60,Fear
58,46,5,36.33333333,Concentrated
77,1,10,29.33333333,Concentrated
83,75,17,58.33333333,Fear
56,26,1,27.66666667,Relaxed
19,47,1,22.33333333,Relaxed
1,71,1,24.33333333,Relaxed
12,28,11,17,Relaxed
91,27,7,41.66666667,Concentrated
32,99,16,49,Happy
32,97,14,47.66666667,Happy
52,74,2,42.66666667,Drunker
69,96,19,61.33333333,Fear
68,67,15,50,Happy
1,56,18,25,Relaxed
72,78,7,52.33333333,Happy
36,89,7,44,Happy
38,29,14,27,Relaxed
70,39,3,37.33333333,Concentrated
96,4,1,33.66666667,Concentrated
46,94,3,47.66666667,Happy
13,87,17,39,Concentrated
94,50,19,54.33333333,Happy
72,6,9,29,Concentrated
47,23,9,26.33333333,Relaxed
80,38,15,44.33333333,Happy
78,61,16,51.66666667,Happy
79,19,1,33,Concentrated
16,31,6,17.66666667,Relaxed
42,90,17,49.66666667,Happy
24,36,12,24,Relaxed
67,46,18,43.66666667,Happy
52,20,20,30.66666667,Concentrated
27,59,5,30.33333333,Concentrated
14,5,19,12.66666667,Sad
58,89,11,52.66666667,Happy
30,74,6,36.66666667,Concentrated
46,11,3,20,Relaxed
78,19,8,35,Concentrated
29,75,9,37.66666667,Concentrated
3,76,1,26.66666667,Relaxed
17,8,11,12,Sad
59,20,1,26.66666667,Relaxed
58,23,14,31.66666667,Concentrated
2,94,8,34.66666667,Concentrated
5,28,11,14.66666667,Drunker
43,4,3,16.66666667,Relaxed
2,22,14,12.66666667,Sad
70,66,12,49.33333333,Happy
13,22,19,18,Relaxed
62,32,19,37.66666667,Concentrated
28,70,15,37.66666667,Concentrated
95,44,8,49,Happy
55,91,21,55.66666667,Happy
69,86,4,53,Happy
82,64,18,54.66666667,Happy
90,51,2,47.66666667,Happy
100,47,6,51,Happy
62,91,20,57.66666667,Fear
18,20,7,15,Relaxed
98,93,4,65,Fear
85,64,21,56.66666667,Drunker
27,92,3,40.66666667,Concentrated
43,80,21,48,Happy
34,58,11,34.33333333,Concentrated
91,80,18,63,Fear
40,59,7,35.33333333,Concentrated
55,13,6,24.66666667,Relaxed
15,89,8,37.33333333,Concentrated
9,59,14,27.33333333,Relaxed
55,47,19,40.33333333,Concentrated
35,34,6,25,Relaxed
4,28,5,12.33333333,Sad
45,65,13,41,Concentrated
50,27,8,28.33333333,Drunker
77,50,4,43.66666667,Happy
73,26,18,39,Concentrated
69,86,16,57,Fear
57,89,13,53,Happy
74,11,13,32.66666667,Concentrated
54,88,20,54,Happy
88,12,15,38.33333333,Concentrated
52,2,14,22.66666667,Relaxed
95,73,17,61.66666667,Fear
70,33,5,36,Concentrated
18,8,21,15.66666667,Relaxed
40,95,12,49,Happy
52,39,18,36.33333333,Concentrated
29,66,5,33.33333333,Concentrated
100,13,7,40,Concentrated
41,64,4,36.33333333,Concentrated
49,25,18,30.66666667,Concentrated
64,87,4,51.66666667,Happy
17,30,20,22.33333333,Relaxed
63,4,18,28.33333333,Drunker
86,45,14,48.33333333,Happy
26,42,20,29.33333333,Concentrated
63,81,14,52.66666667,Happy
41,17,14,24,Relaxed
63,16,2,27,Relaxed
94,7,9,36.66666667,Concentrated
47,3,8,19.33333333,Relaxed
48,69,18,45,Happy
14,52,10,25.33333333,Relaxed
33,82,7,40.66666667,Concentrated
55,31,8,31.33333333,Concentrated
67,46,6,39.66666667,Concentrated
18,75,21,38,Concentrated
91,85,9,61.66666667,Fear
24,46,10,26.66666667,Relaxed
33,90,10,44.33333333,Happy
96,3,4,34.33333333,Concentrated
36,30,1,22.33333333,Relaxed
8,100,12,40,Concentrated
64,56,10,43.33333333,Happy
93,7,12,37.33333333,Concentrated
50,26,18,31.33333333,Concentrated
26,68,5,33,Concentrated
18,98,4,40,Concentrated
21,44,15,26.66666667,Relaxed
57,20,6,27.66666667,Relaxed
95,19,5,39.66666667,Concentrated
79,7,18,34.66666667,Concentrated
43,94,8,48.33333333,Happy
89,40,12,47,Happy
59,1,18,26,Relaxed
10,93,19,40.66666667,Concentrated
6,59,15,26.66666667,Relaxed
62,48,8,39.33333333,Concentrated
19,93,19,43.66666667,Happy
29,28,17,24.66666667,Relaxed
12,46,5,21,Relaxed
77,71,5,51,Happy
52,93,3,49.33333333,Happy
66,8,6,26.66666667,Relaxed
81,66,7,51.33333333,Happy
9,97,2,36,Concentrated
19,48,20,29,Concentrated
5,73,1,26.33333333,Relaxed
65,1,7,24.33333333,Relaxed
89,27,1,39,Concentrated
96,38,2,45.33333333,Happy
6,48,5,19.66666667,Relaxed
11,22,15,16,Relaxed
98,89,6,64.33333333,Fear
7,68,7,27.33333333,Relaxed
78,25,21,41.33333333,Concentrated
91,51,19,53.66666667,Happy
55,9,20,28,Relaxed
9,83,3,31.66666667,Concentrated
19,51,20,30,Concentrated
1,48,5,18,Relaxed
77,91,6,58,Fear
69,26,21,38.66666667,Concentrated
66,3,11,26.66666667,Relaxed
14,35,5,18,Relaxed
81,54,13,49.33333333,Happy
20,11,19,16.66666667,Relaxed
84,40,11,45,Happy
25,19,21,21.66666667,Relaxed
16,40,9,21.66666667,Relaxed
21,79,18,39.33333333,Concentrated
96,27,16,46.33333333,Happy
6,12,6,8,Sad
57,52,15,41.33333333,Concentrated
70,92,17,59.66666667,Fear
58,16,18,30.66666667,Concentrated
8,26,1,11.66666667,Sad
36,39,15,30,Concentrated
58,74,9,47,Happy
17,78,21,38.66666667,Concentrated
97,52,4,51,Happy
4,57,2,21,Relaxed
81,86,2,56.33333333,Drunker
59,29,13,33.66666667,Concentrated
32,36,12,26.66666667,Relaxed
34,96,11,47,Happy
99,75,11,61.66666667,Fear
16,80,2,32.66666667,Concentrated
68,78,13,53,Happy
51,13,14,26,Relaxed
3,66,9,26,Relaxed
12,9,17,12.66666667,Sad
44,9,9,20.66666667,Relaxed
69,31,13,37.66666667,Concentrated
9,7,19,11.66666667,Sad
45,38,9,30.66666667,Concentrated
9,49,10,22.66666667,Relaxed
64,71,2,45.66666667,Happy
2,2,13,5.666666667,Drunker
91,49,7,49,Happy
7,57,1,21.66666667,Relaxed
72,32,5,36.33333333,Concentrated
64,67,14,48.33333333,Happy
67,42,15,41.33333333,Concentrated
92,99,21,70.66666667,Drunker
38,12,20,23.33333333,Relaxed
34,50,19,34.33333333,Concentrated
1,60,5,22,Relaxed
70,97,15,60.66666667,Fear
8,86,4,32.66666667,Concentrated
59,40,18,39,Concentrated
3,99,11,37.66666667,Concentrated
13,67,8,29.33333333,Concentrated
51,69,12,44,Happy
62,97,10,56.33333333,Drunker
10,38,8,18.66666667,Relaxed
3,5,3,3.666666667,Drunker
5,100,2,35.66666667,Concentrated
3,5,16,8,Sad
8,11,13,10.66666667,Sad
77,68,18,54.33333333,Happy
75,96,19,63.33333333,Fear
71,29,8,36,Concentrated
18,97,18,44.33333333,Happy
77,86,19,60.66666667,Fear
65,48,7,40,Concentrated
26,28,1,18.33333333,Relaxed
70,2,13,28.33333333,Drunker
29,45,19,31,Concentrated
27,16,21,21.33333333,Relaxed
58,61,17,45.33333333,Happy
75,94,11,60,Fear
97,57,13,55.66666667,Happy
24,42,11,25.66666667,Relaxed
87,51,7,48.33333333,Happy
41,4,19,21.33333333,Relaxed
75,69,8,50.66666667,Happy
11,96,5,37.33333333,Concentrated
56,85,1,47.33333333,Happy
29,94,17,46.66666667,Happy
37,3,9,16.33333333,Relaxed
54,47,16,39,Concentrated
88,51,10,49.66666667,Happy
14,61,11,28.66666667,Drunker
100,99,6,68.33333333,Fear
71,79,13,54.33333333,Happy
94,73,3,56.66666667,Drunker
75,83,20,59.33333333,Fear
5,98,13,38.66666667,Concentrated
42,82,7,43.66666667,Happy
35,8,21,21.33333333,Relaxed
86,84,12,60.66666667,Fear
96,19,8,41,Concentrated
55,18,4,25.66666667,Relaxed
56,57,21,44.66666667,Happy
98,87,18,67.66666667,Fear
65,3,19,29,Concentrated
24,67,12,34.33333333,Concentrated
4,42,4,16.66666667,Relaxed
98,63,15,58.66666667,Fear
99,38,13,50,Happy
63,19,1,27.66666667,Relaxed
97,86,16,66.33333333,Fear
49,43,6,32.66666667,Concentrated
41,52,17,36.66666667,Concentrated
62,53,14,43,Happy
42,38,14,31.33333333,Concentrated
27,45,3,25,Relaxed
97,27,11,45,Happy
94,56,21,57,Fear
88,6,2,32,Concentrated
93,44,15,50.66666667,Happy
9,84,17,36.66666667,Concentrated
93,2,19,38,Concentrated
27,63,20,36.66666667,Concentrated
82,87,15,61.33333333,Fear
87,46,9,47.33333333,Happy
67,34,4,35,Concentrated
79,20,4,34.33333333,Concentrated
62,6,11,26.33333333,Relaxed
82,61,4,49,Happy
21,8,17,15.33333333,Relaxed
92,46,5,47.66666667,Happy
4,73,7,28,Relaxed
18,98,3,39.66666667,Concentrated
70,13,19,34,Concentrated
46,10,12,22.66666667,Relaxed
72,37,14,41,Concentrated
77,35,10,40.66666667,Concentrated
59,43,6,36,Concentrated
63,89,20,57.33333333,Fear
51,8,18,25.66666667,Relaxed
29,87,11,42.33333333,Drunker
84,55,10,49.66666667,Happy
37,83,7,42.33333333,Drunker
98,22,18,46,Happy
49,12,21,27.33333333,Relaxed
29,23,4,18.66666667,Relaxed
100,49,14,54.33333333,Happy
44,90,13,49,Happy
32,10,1,14.33333333,Drunker
78,57,6,47,Happy
64,23,8,31.66666667,Concentrated
12,97,4,37.66666667,Concentrated
6,78,18,34,Concentrated
77,71,17,55,Happy
23,21,17,20.33333333,Relaxed
17,49,12,26,Relaxed
16,10,19,15,Relaxed
64,85,8,52.33333333,Happy
95,27,5,42.33333333,Drunker
12,51,2,21.66666667,Relaxed
82,36,4,40.66666667,Concentrated
47,60,14,40.33333333,Concentrated
48,22,14,28,Relaxed
